OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2018_AOD47,ymean_2018_nNDVI,ymean_2018_TMP,ymean_2018_SPFH,ymean_2018_WIND,ymean_2018_HGT,ymean_2018_PM25
23,23,-108.749486848456684,48.921688926096692,0.2733471,0.2104870,3.7511384,0.0043575,4.2137299,941.7968750,10.0162144
24,24,-108.126280620098782,48.921688926096692,0.2587771,0.2090609,3.5081100,0.0041406,3.9949377,842.1721191,9.9109068
25,25,-107.503074391740881,48.921688926096692,0.2680393,0.1831044,3.3839395,0.0040591,4.0256801,828.4138794,9.8267717
26,26,-106.879868163382980,48.921688926096692,0.2512790,0.1831044,3.0722129,0.0040960,3.8422422,852.1569214,9.2116117
27,27,-106.256661935025022,48.921688926096692,0.2423254,0.1981826,3.4351795,0.0043738,3.8349016,910.9133301,8.7135162
28,28,-105.633455706667121,48.921688926096692,0.2644377,0.2196435,3.4672356,0.0043277,3.6158376,830.2069092,8.5411301
29,29,-105.010249478309220,48.921688926096692,0.2531539,0.2356087,4.0273805,0.0046683,3.5818100,720.6308594,8.4835396
30,30,-104.387043249951148,48.921688926096692,0.2332157,0.2356087,3.8340738,0.0047192,3.9397237,697.7178955,8.4932976
31,31,-103.763837021593247,48.921688926096692,0.2535504,0.2479391,3.5223222,0.0047204,4.1558180,662.3650513,8.5382662
32,32,-103.140630793235459,48.921688926096692,0.2647010,0.2751957,3.6068175,0.0047586,4.2774315,625.7562256,8.6868572
33,33,-102.517424564877444,48.921688926096692,0.2576305,0.2685044,3.2156165,0.0048586,4.2561564,581.1416626,8.7005329
34,34,-101.894218336519543,48.921688926096692,0.2617914,0.2685044,2.9975088,0.0048252,4.1096272,533.4237061,8.6204042
35,35,-101.271012108161642,48.921688926096692,0.2660614,0.2798478,3.0517533,0.0048142,3.9186997,471.2617798,8.5982866
